Date,Temperature,Humidity,Wind_Speed,PM25,PM10,NO2,SO2,AQI
2025-01-11,20.8,44.0,3.7,115.9,210.5,41.4,18.2,286
2025-01-12,19.5,35.6,7.5,125.3,186.4,43.7,26.3,306
2025-01-13,23.6,37.6,7.0,126.7,185.3,52.7,20.3,301
2025-01-14,17.7,50.2,6.5,115.1,201.2,48.3,24.3,281
2025-01-15,17.7,39.6,6.8,236.0,382.7,78.3,33.2,387
2025-01-16,18.3,41.6,2.0,226.9,348.9,66.5,38.8,387
2025-01-17,15.4,44.8,5.6,231.4,373.5,67.4,38.6,383
2025-01-18,18.7,42.8,7.6,229.3,351.5,58.6,37.5,394
2025-01-19,18.3,41.0,7.8,253.9,422.8,68.3,33.2,406
2025-01-20,20.2,42.1,4.2,220.1,368.1,76.7,36.7,370
2025-01-21,20.7,52.2,11.2,233.6,381.8,74.0,32.2,386
2025-01-22,23.9,39.8,4.8,236.5,383.9,69.8,34.7,386
2025-01-23,22.1,41.1,10.3,219.0,376.9,70.3,38.3,365
2025-01-24,19.2,45.3,8.7,234.1,374.6,66.5,37.3,395
2025-01-25,18.7,45.6,5.6,222.9,338.8,70.4,34.7,382
2025-01-26,21.6,46.0,12.9,209.8,342.5,72.6,31.5,371
2025-01-27,18.1,43.2,4.0,216.4,377.6,60.2,36.1,375
2025-01-28,24.5,34.3,10.4,217.3,332.4,69.2,33.9,367
2025-01-29,23.3,48.2,10.7,213.2,335.7,71.7,26.6,369
2025-01-30,20.1,34.3,5.7,201.0,327.8,64.4,35.6,366
2025-01-31,17.7,41.5,11.9,182.2,290.7,69.3,32.8,342
2025-02-01,24.0,36.3,7.0,198.1,302.2,79.3,36.2,347
2025-02-02,21.2,39.7,8.7,187.1,316.1,64.0,29.0,350
2025-02-03,24.0,41.7,8.7,191.8,341.7,65.8,22.4,354
2025-02-04,18.5,41.7,7.5,203.9,329.1,59.5,32.4,365
2025-02-05,20.6,42.3,10.4,179.9,274.3,63.4,32.1,349
2025-02-06,21.9,48.3,10.4,181.3,266.8,64.1,25.8,350
2025-02-07,22.1,42.5,2.9,190.9,309.3,62.1,27.6,355
2025-02-08,21.3,39.1,12.1,182.2,308.0,55.3,38.5,353
2025-02-09,23.5,45.2,3.2,161.7,265.8,60.8,29.0,324
2025-02-10,20.3,46.4,11.4,163.0,260.8,66.3,31.7,335
2025-02-11,22.3,34.4,11.7,167.8,259.7,60.6,27.2,339
2025-02-12,22.9,43.6,5.1,184.7,279.2,62.4,22.5,343
2025-02-13,23.9,44.2,7.2,161.8,271.4,55.7,27.9,324
2025-02-14,24.4,39.3,5.2,148.1,250.6,59.9,27.3,317
2025-02-15,20.8,47.8,7.9,166.0,242.5,56.8,26.5,332
2025-02-16,20.2,40.2,7.7,150.9,265.3,49.9,27.0,327
2025-02-17,25.9,41.7,11.0,137.4,228.5,55.6,27.8,310
2025-02-18,24.2,40.3,12.7,137.7,241.3,48.3,26.2,309
2025-02-19,22.1,41.4,13.0,138.7,201.8,49.4,22.5,311
2025-02-20,26.9,36.0,7.2,140.3,204.0,52.7,27.4,321
2025-02-21,24.1,34.4,8.3,119.7,189.3,52.6,19.7,299
2025-02-22,26.4,49.7,4.0,154.4,254.6,44.4,19.0,325
2025-02-23,24.3,37.6,6.7,151.3,269.0,54.9,27.0,323
2025-02-24,28.4,37.1,12.1,134.1,225.2,51.8,26.0,317
2025-02-25,28.0,31.4,14.1,110.4,172.9,44.7,23.9,264
2025-02-26,24.1,39.1,5.6,129.6,192.0,39.8,19.6,313
2025-02-27,26.7,35.9,7.6,125.8,219.7,46.1,21.3,305
2025-02-28,26.2,50.9,9.4,126.4,187.8,43.9,22.3,304
2025-03-01,27.7,47.9,10.4,122.9,221.0,46.0,17.9,314
2025-03-02,23.2,39.6,7.2,110.9,173.2,42.9,20.2,264
2025-03-03,26.6,54.4,11.0,110.7,201.0,34.0,24.0,267
2025-03-04,27.5,48.3,8.3,115.7,195.4,41.5,26.0,279
2025-03-05,22.0,41.9,9.8,120.9,191.4,41.2,20.1,305
2025-03-06,23.3,31.3,11.6,108.2,165.3,45.3,23.3,269
2025-03-07,21.7,55.4,10.0,108.8,168.9,38.0,15.0,270
2025-03-08,25.4,37.2,8.8,101.1,168.1,49.2,22.4,243
2025-03-09,27.5,36.2,9.8,110.3,177.6,30.7,17.7,266
2025-03-10,29.2,49.7,10.0,97.6,147.2,46.2,20.7,223
2025-03-11,26.5,57.0,9.2,83.6,131.3,37.9,18.8,170
2025-03-12,29.8,52.0,9.6,103.3,166.4,42.7,23.2,254
2025-03-13,23.9,48.1,15.3,85.4,104.7,38.2,16.3,187
2025-03-14,23.4,48.5,12.2,76.3,128.9,43.0,20.5,151
2025-03-15,26.8,50.0,9.8,77.4,109.1,34.8,17.5,164
2025-03-16,27.8,49.8,12.8,78.4,108.1,30.7,17.6,156
2025-03-17,27.1,47.7,9.8,82.4,106.5,42.7,17.3,176
2025-03-18,23.2,47.0,14.4,70.7,86.2,34.5,15.0,134
2025-03-19,27.3,46.5,12.1,73.3,96.9,35.7,17.2,147
2025-03-20,25.0,43.3,10.7,87.2,128.8,40.2,16.8,190
2025-03-21,29.0,45.9,12.5,76.3,151.4,28.4,17.5,147
2025-03-22,28.6,39.1,6.5,74.5,111.3,36.1,16.8,148
2025-03-23,26.1,47.3,7.9,78.0,127.5,29.7,18.7,165
2025-03-24,27.1,43.2,7.8,56.6,96.6,31.5,18.9,94
2025-03-25,26.1,42.9,11.9,63.0,102.7,32.1,12.7,113
2025-03-26,28.2,49.6,16.8,68.0,107.7,23.8,18.2,121
2025-03-27,30.4,55.9,18.3,43.7,52.0,27.0,11.9,72
2025-03-28,26.6,53.8,13.7,42.8,90.2,37.2,17.0,68
2025-03-29,29.7,41.7,13.3,43.6,96.9,34.5,16.9,76
2025-03-30,27.8,44.9,6.5,47.9,51.4,29.3,9.1,79
2025-03-31,27.4,54.8,10.4,43.6,54.4,30.5,14.9,76
2025-04-01,28.9,45.5,9.7,47.3,71.4,27.4,13.0,84
2025-04-02,27.1,49.6,10.3,34.6,40.9,35.3,12.0,61
2025-04-03,28.2,53.8,11.8,45.2,80.0,27.2,18.1,76
2025-04-04,27.0,46.5,10.9,54.0,75.5,29.0,12.0,85
2025-04-05,33.5,52.2,6.5,41.2,98.5,33.2,11.3,68
2025-04-06,29.7,45.3,14.8,51.8,100.8,23.3,13.8,83
2025-04-07,28.4,49.3,9.4,48.6,80.9,34.7,15.5,79
2025-04-08,30.3,54.2,13.4,46.6,89.9,18.9,12.9,75
2025-04-09,29.8,45.0,19.0,20.2,48.8,34.5,16.7,28
2025-04-10,29.6,55.5,10.1,47.5,67.6,24.2,14.6,69
2025-04-11,31.4,53.5,5.4,34.1,42.3,24.5,6.3,53
2025-04-12,31.8,56.7,12.2,42.7,69.4,16.1,11.2,72
2025-04-13,29.3,55.3,16.4,28.1,57.9,23.0,10.9,40
2025-04-14,29.3,61.4,19.1,27.0,45.2,19.8,13.9,45
2025-04-15,30.0,55.5,9.6,23.0,20.0,21.7,4.5,47
2025-04-16,26.1,53.1,14.8,17.0,20.0,23.9,19.9,33
2025-04-17,27.8,56.2,12.0,35.3,55.3,29.1,13.8,66
2025-04-18,33.6,58.6,13.2,17.2,26.5,25.2,12.5,30
2025-04-19,34.3,56.5,21.5,18.1,58.5,25.5,15.5,35
2025-04-20,30.6,56.8,9.2,17.5,20.0,18.3,18.9,25
2025-04-21,32.3,53.4,14.5,30.9,57.1,19.2,14.4,48
2025-04-22,31.9,53.9,15.3,10.0,38.3,32.4,14.5,15
2025-04-23,37.5,50.6,17.2,22.6,70.3,19.5,12.0,43
2025-04-24,33.7,66.7,14.3,27.0,37.2,31.3,11.1,52
2025-04-25,31.2,52.1,15.0,12.1,26.8,21.7,10.0,17
2025-04-26,29.7,55.2,13.0,27.3,52.3,22.8,8.9,44
2025-04-27,28.4,55.4,15.0,20.5,35.7,28.0,9.2,30
2025-04-28,32.1,63.8,13.3,14.6,21.8,28.8,7.2,26
2025-04-29,30.3,58.2,16.3,10.0,22.5,21.8,10.9,22
2025-04-30,29.0,66.2,13.4,10.0,20.0,20.3,6.1,15
2025-05-01,30.6,57.0,15.7,18.4,39.7,21.8,11.6,32
2025-05-02,29.8,62.1,14.5,10.0,20.0,23.7,10.9,15
2025-05-03,35.4,56.9,18.1,11.4,20.0,26.3,11.4,19
2025-05-04,33.9,72.1,14.6,12.6,50.8,21.8,9.3,23
2025-05-05,32.2,55.8,9.5,29.2,36.7,24.8,20.1,47
2025-05-06,35.2,63.6,18.7,10.0,20.0,29.8,14.9,16
2025-05-07,32.5,65.6,12.3,14.3,52.8,23.4,7.0,22
2025-05-08,30.6,64.8,13.1,23.3,24.9,23.0,11.4,43
2025-05-09,35.5,62.2,13.3,18.7,21.7,13.7,8.8,33
2025-05-10,33.5,62.8,19.3,10.0,20.0,8.1,7.6,17
2025-05-11,30.4,64.0,8.8,26.2,54.5,23.1,6.6,37
2025-05-12,32.2,63.4,24.7,10.0,20.0,20.6,11.9,15
2025-05-13,30.9,69.3,18.5,14.0,20.0,18.5,8.5,27
2025-05-14,29.9,75.8,16.1,15.9,20.0,22.2,13.4,26
2025-05-15,34.5,62.3,15.3,10.0,20.0,20.6,13.4,19
2025-05-16,36.5,58.6,16.4,10.0,20.0,26.5,14.6,25
2025-05-17,30.0,65.3,17.2,10.0,22.4,21.2,7.9,21
2025-05-18,33.9,79.0,17.6,10.0,22.3,17.0,11.8,17
2025-05-19,31.5,62.4,17.4,10.1,20.0,25.7,12.3,15
2025-05-20,31.9,74.9,16.1,22.9,52.7,19.6,8.9,25
2025-05-21,31.7,75.5,15.3,20.5,36.5,23.3,8.0,33
2025-05-22,31.2,64.6,15.4,10.0,36.8,18.2,15.1,15
2025-05-23,33.0,70.6,15.4,15.4,31.3,17.3,11.0,27
2025-05-24,31.3,76.2,19.4,16.3,42.5,20.9,12.2,26
2025-05-25,33.5,66.4,17.8,10.0,23.0,20.6,7.8,15
2025-05-26,32.9,67.6,7.3,31.8,71.1,22.9,6.6,44
2025-05-27,32.5,66.1,18.1,24.6,47.3,19.1,8.5,36
2025-05-28,31.2,64.2,16.8,16.7,25.2,11.2,9.8,30
2025-05-29,31.8,66.3,16.2,10.0,50.1,18.2,7.0,25
2025-05-30,34.5,63.8,15.1,19.2,44.0,24.3,10.1,31
2025-05-31,34.0,70.3,19.7,10.0,24.6,18.8,5.1,18
2025-06-01,31.0,66.6,19.2,10.0,20.0,19.1,6.8,21
2025-06-02,33.2,71.9,14.1,10.0,20.0,25.2,12.2,15
2025-06-03,34.5,63.3,17.7,20.2,36.7,16.7,11.9,35
2025-06-04,29.6,73.0,13.6,10.0,20.0,12.5,8.9,15
2025-06-05,34.1,75.8,12.4,27.6,35.0,19.4,7.1,50
2025-06-06,31.6,61.9,14.7,13.8,24.2,17.8,7.0,23
2025-06-07,34.1,74.0,19.2,10.0,39.8,15.4,9.0,18
2025-06-08,31.4,78.6,19.5,10.0,26.4,19.3,12.0,15
2025-06-09,29.3,66.7,18.2,10.0,20.0,22.6,12.9,20
2025-06-10,29.6,81.3,18.9,10.0,20.0,20.1,8.6,27
2025-06-11,33.0,75.3,18.3,12.0,20.0,21.7,6.6,15
2025-06-12,33.4,70.0,14.8,10.0,20.0,29.2,10.9,15
2025-06-13,31.0,73.5,18.1,10.0,20.0,18.4,7.6,17
2025-06-14,34.1,76.8,19.2,21.2,26.8,21.5,8.5,39
2025-06-15,29.4,74.6,19.1,10.0,20.0,17.6,14.0,15
2025-06-16,32.6,77.2,20.4,10.0,20.0,15.9,12.5,15
2025-06-17,30.2,70.1,19.0,16.7,20.0,17.2,10.5,34
2025-06-18,31.3,75.8,17.9,23.1,20.0,17.7,6.2,42
2025-06-19,32.7,68.1,20.1,10.0,46.8,21.9,10.7,15
2025-06-20,30.8,74.8,16.8,15.1,40.6,31.8,13.2,22
2025-06-21,31.7,71.1,14.3,22.3,30.0,16.5,8.9,44
2025-06-22,34.5,72.1,16.5,10.0,20.0,18.0,14.1,23
2025-06-23,31.2,82.2,14.7,10.0,20.0,19.7,13.9,21
2025-06-24,34.0,81.7,14.9,20.1,57.6,22.0,15.0,32
2025-06-25,30.0,79.5,16.5,22.2,64.0,21.4,10.9,37
2025-06-26,33.3,71.2,14.6,13.9,24.6,26.5,11.8,22
2025-06-27,35.0,75.2,16.1,10.0,31.4,7.9,14.3,22
2025-06-28,27.2,83.1,11.3,33.1,55.5,8.1,11.4,50
2025-06-29,30.4,77.9,17.6,10.0,20.0,17.6,8.5,15
2025-06-30,33.1,88.9,17.0,10.0,20.0,25.5,8.7,21
2025-07-01,31.5,79.5,14.5,11.7,20.7,12.2,10.7,19
2025-07-02,32.6,78.6,19.0,17.2,20.7,5.0,6.1,35
2025-07-03,30.6,76.3,19.8,10.0,20.0,22.9,9.6,15
2025-07-04,31.9,78.7,12.2,16.0,24.2,21.2,13.3,26
2025-07-05,31.3,77.4,14.7,12.7,20.0,14.6,3.4,16
2025-07-06,33.9,81.8,14.7,10.0,20.0,15.1,14.6,16
2025-07-07,32.0,83.2,14.1,14.4,20.0,15.2,13.4,16
2025-07-08,32.0,74.6,19.4,10.0,20.0,20.6,8.6,15
2025-07-09,30.5,72.0,16.4,10.0,20.0,16.9,11.6,15
2025-07-10,30.2,69.6,16.1,10.0,30.7,22.5,10.0,20
2025-07-11,30.2,81.5,10.9,10.0,20.0,5.7,13.7,20
2025-07-12,31.8,73.5,18.8,10.0,33.3,15.7,13.0,15
2025-07-13,30.1,68.4,13.2,10.0,36.8,14.4,5.8,23
2025-07-14,31.4,81.2,17.0,22.0,30.7,18.7,11.8,49
2025-07-15,34.9,91.8,17.7,19.3,20.0,17.3,9.4,32
2025-07-16,32.4,79.4,20.9,10.0,20.0,24.0,10.3,15
2025-07-17,29.9,83.7,12.9,10.0,20.0,10.7,7.8,30
2025-07-18,32.8,80.0,7.7,17.7,20.0,20.2,15.2,22
2025-07-19,29.5,79.1,17.3,10.0,20.0,22.8,13.1,16
2025-07-20,26.2,84.3,22.1,10.0,39.0,29.3,7.8,17
2025-07-21,28.1,78.3,20.4,10.0,26.0,17.6,6.0,23
2025-07-22,26.3,81.1,17.3,10.0,20.0,21.6,8.8,18
2025-07-23,29.2,81.5,15.1,13.5,20.0,11.0,11.3,20
2025-07-24,29.8,76.5,19.0,10.0,20.0,8.0,10.7,15
2025-07-25,33.1,84.9,13.6,10.0,20.0,24.2,13.8,15
2025-07-26,30.2,79.1,17.9,12.0,26.7,20.0,12.4,15
2025-07-27,29.0,76.2,18.0,10.0,20.0,25.9,12.9,16
2025-07-28,31.0,82.7,19.6,10.0,23.7,13.1,11.0,15
2025-07-29,24.8,75.5,24.7,10.0,45.0,22.6,5.8,15
2025-07-30,29.6,80.1,17.5,10.0,28.2,29.3,9.4,22
2025-07-31,30.6,80.0,14.8,12.4,20.0,22.1,13.2,18
2025-08-01,25.9,85.4,16.2,10.0,20.0,21.4,9.8,15
2025-08-02,31.1,82.4,10.9,11.7,20.0,20.0,11.5,18
2025-08-03,29.3,79.8,14.1,10.0,33.7,12.1,9.0,17
2025-08-04,27.7,84.0,14.9,10.0,20.0,26.8,6.9,15
2025-08-05,29.7,86.9,14.5,10.0,20.0,16.9,9.6,18
2025-08-06,32.8,82.7,16.5,10.0,20.0,22.5,10.9,15
2025-08-07,28.5,79.9,13.5,10.0,20.0,12.2,8.0,25
2025-08-08,28.5,73.2,19.3,10.0,20.0,14.1,9.3,19
2025-08-09,27.0,74.4,15.9,10.0,20.8,27.2,7.2,15
2025-08-10,26.1,78.1,15.8,10.0,20.0,18.3,13.4,15
2025-08-11,29.3,76.5,14.8,10.0,23.5,27.3,9.1,16
2025-08-12,25.8,78.6,16.2,10.5,20.0,19.6,14.4,20
2025-08-13,27.5,79.7,18.1,11.6,36.8,10.8,14.6,19
2025-08-14,26.3,82.0,13.0,10.0,20.0,24.5,9.8,15
2025-08-15,28.1,78.9,13.6,10.0,41.7,17.1,7.0,16
2025-08-16,27.6,81.6,14.6,10.0,20.0,23.5,3.7,15
2025-08-17,28.9,79.4,11.4,10.0,22.5,20.1,5.6,15
2025-08-18,25.7,69.1,12.9,10.0,23.1,12.3,5.9,15
2025-08-19,26.0,74.2,13.8,10.0,20.0,20.8,14.1,21
2025-08-20,24.5,78.0,17.8,10.0,22.4,31.0,10.3,18
2025-08-21,25.4,72.6,15.9,10.0,35.2,22.5,11.2,15
2025-08-22,26.9,81.5,15.7,10.0,20.0,19.7,3.3,26
2025-08-23,27.5,86.0,17.6,10.0,23.5,25.4,6.4,17
2025-08-24,24.0,84.3,14.5,10.0,20.0,21.1,12.7,15
2025-08-25,27.5,77.0,16.0,10.0,20.0,21.0,10.9,20
2025-08-26,28.3,85.4,14.5,10.0,40.4,14.5,9.6,18
2025-08-27,26.3,78.5,15.5,10.0,20.0,21.2,11.7,18
2025-08-28,29.1,75.9,12.9,10.0,20.0,25.2,14.9,15
2025-08-29,23.7,74.4,7.3,24.8,36.8,15.8,9.3,43
2025-08-30,22.6,75.8,14.1,10.0,47.0,27.1,10.2,15
2025-08-31,21.4,75.1,18.7,10.0,20.0,19.5,10.6,19
2025-09-01,27.8,77.8,17.1,10.0,20.0,15.6,17.2,15
2025-09-02,26.0,77.5,17.2,10.0,38.5,25.0,3.7,15
2025-09-03,24.4,76.5,17.9,30.1,76.0,18.6,12.0,58
2025-09-04,24.9,78.5,14.4,11.9,20.0,23.8,9.7,16
2025-09-05,22.0,82.1,14.6,10.0,20.0,18.5,11.7,15
2025-09-06,29.0,80.7,12.1,10.9,48.8,19.7,8.0,15
2025-09-07,24.2,68.3,12.9,10.0,39.9,22.5,9.9,15
2025-09-08,24.1,62.7,15.7,10.0,26.2,21.5,12.1,15
2025-09-09,25.1,79.9,17.3,10.0,20.0,10.0,19.3,15
2025-09-10,24.5,68.2,13.2,19.3,30.2,14.4,12.4,32
2025-09-11,23.9,73.7,12.2,10.0,20.0,24.6,7.5,16
2025-09-12,21.7,68.7,13.5,10.0,21.0,19.3,8.7,15
2025-09-13,24.1,65.3,15.2,10.0,37.8,17.4,8.6,16
2025-09-14,26.8,76.8,9.0,33.9,67.4,13.2,4.6,61
2025-09-15,25.6,77.7,6.3,17.3,20.0,14.6,9.0,27
2025-09-16,25.9,70.7,11.5,31.1,70.4,9.9,12.2,48
2025-09-17,21.6,60.4,9.4,24.0,43.2,19.5,6.2,38
2025-09-18,20.5,70.4,11.5,17.6,38.5,17.0,13.1,32
2025-09-19,22.1,74.8,12.5,15.0,46.0,15.2,11.5,32
2025-09-20,22.3,65.2,11.5,16.8,20.0,19.7,7.8,24
2025-09-21,24.3,73.2,17.1,10.0,20.0,21.8,9.6,17
2025-09-22,18.6,72.0,13.6,10.0,20.0,30.5,14.8,18
2025-09-23,24.9,74.7,13.5,18.3,20.0,12.4,12.2,25
2025-09-24,21.4,72.1,14.3,10.0,21.2,25.8,10.0,16
2025-09-25,20.7,66.3,9.0,10.0,53.7,24.9,9.3,15
2025-09-26,19.5,76.9,15.4,10.0,20.0,16.1,10.2,15
2025-09-27,18.0,69.8,12.0,29.1,46.0,21.0,8.5,50
2025-09-28,22.9,70.2,14.1,21.3,43.6,17.7,3.7,33
2025-09-29,21.3,65.4,8.8,16.1,27.7,20.9,16.1,27
2025-09-30,18.4,67.5,7.3,28.6,44.0,27.5,10.5,47
2025-10-01,18.3,65.0,14.3,10.0,20.0,23.0,11.2,15
2025-10-02,20.1,68.3,12.9,10.0,20.0,22.5,9.8,16
2025-10-03,24.0,77.4,9.0,10.0,20.0,17.8,7.8,15
2025-10-04,20.0,61.6,9.0,32.1,20.0,12.6,9.4,60
2025-10-05,17.4,60.1,14.9,10.0,33.9,19.0,5.2,15
2025-10-06,19.8,75.2,7.9,15.8,39.6,26.0,16.8,25
2025-10-07,19.6,66.5,16.3,10.0,20.0,12.4,6.3,15
2025-10-08,14.7,63.9,8.6,36.2,61.3,14.7,6.9,63
2025-10-09,19.9,72.1,13.1,26.6,58.7,20.6,8.7,42
2025-10-10,19.4,63.6,10.1,37.0,62.6,15.1,13.9,59
2025-10-11,21.2,75.4,12.8,10.0,29.6,16.0,10.0,20
2025-10-12,23.4,69.3,9.3,19.0,25.9,17.9,6.3,31
2025-10-13,21.8,63.2,10.4,10.0,35.7,13.2,13.8,19
2025-10-14,18.9,76.1,10.9,28.4,50.3,15.1,12.2,42
2025-10-15,17.1,61.9,7.7,10.0,20.0,23.5,11.6,15
2025-10-16,24.4,68.3,12.8,12.9,20.0,13.5,12.1,22
2025-10-17,19.3,65.8,9.0,10.0,20.3,12.0,17.2,15
2025-10-18,19.1,70.4,9.7,10.0,20.0,16.8,16.6,19
2025-10-19,18.9,71.4,7.4,10.6,20.0,23.7,7.9,17
2025-10-20,19.3,63.4,2.6,20.0,20.0,19.0,14.9,34
2025-10-21,18.5,59.1,9.6,10.2,20.0,17.7,11.1,15
2025-10-22,17.6,64.9,17.3,10.0,47.9,20.2,11.5,26
2025-10-23,17.5,58.8,12.4,19.8,51.6,11.3,4.9,32
2025-10-24,18.5,72.0,9.9,10.0,44.8,22.5,9.5,20
2025-10-25,17.4,62.2,9.1,18.6,20.0,21.9,7.6,26
2025-10-26,17.0,59.4,9.9,27.4,44.9,18.0,12.5,47
2025-10-27,18.5,61.8,11.4,10.0,20.0,25.0,13.2,15
2025-10-28,17.7,53.8,6.1,13.7,20.0,14.4,3.8,25
2025-10-29,21.2,55.3,12.9,10.0,20.0,25.6,9.9,15
2025-10-30,12.8,65.8,11.6,24.3,57.5,20.8,13.4,40
2025-10-31,20.2,56.2,11.6,14.6,20.0,18.3,9.4,27
2025-11-01,20.5,53.9,10.7,10.0,32.0,19.9,12.2,15
2025-11-02,13.7,61.5,9.3,20.8,42.4,19.5,11.1,31
2025-11-03,17.1,64.4,11.2,10.0,50.6,26.1,11.0,18
2025-11-04,17.0,61.7,10.9,20.5,20.0,14.6,9.2,44
2025-11-05,14.9,62.7,8.0,22.1,54.2,16.2,6.4,36
2025-11-06,16.1,53.6,7.3,16.0,42.8,25.2,6.6,29
2025-11-07,15.4,50.0,9.2,10.0,20.0,17.0,12.1,16
2025-11-08,21.1,64.3,13.5,10.0,31.1,24.5,10.1,26
2025-11-09,19.4,54.8,5.1,27.7,49.4,28.5,9.6,37
2025-11-10,20.0,54.8,4.3,35.8,53.9,18.0,8.7,60
2025-11-11,18.9,62.4,9.2,10.0,20.0,23.4,9.1,15
2025-11-12,15.1,58.2,8.7,21.5,23.6,14.2,13.1,23
2025-11-13,16.3,57.3,9.1,10.0,46.7,23.8,9.0,18
2025-11-14,18.3,65.6,9.2,10.3,20.0,21.0,6.0,17
2025-11-15,14.8,51.2,7.7,18.1,40.7,22.4,12.2,28
2025-11-16,18.6,58.7,12.8,10.0,20.0,16.8,9.4,16
2025-11-17,16.7,54.0,3.5,15.4,20.0,11.7,10.1,41
2025-11-18,16.4,54.8,5.8,14.7,39.7,22.5,14.8,23
2025-11-19,18.6,60.7,7.9,21.1,20.0,9.7,9.9,37
2025-11-20,18.0,55.3,3.2,23.3,31.1,18.4,10.9,35
2025-11-21,16.4,55.1,7.5,10.0,20.0,24.7,6.5,18
2025-11-22,19.4,57.5,13.0,10.0,20.0,21.0,9.3,15
2025-11-23,14.9,50.0,8.0,11.9,20.0,29.7,11.8,17
2025-11-24,18.3,47.3,8.6,21.7,40.6,25.1,5.3,45
2025-11-25,18.2,46.0,4.1,10.0,26.4,16.7,10.6,22
2025-11-26,16.4,41.1,6.0,16.0,36.7,20.1,10.3,27
2025-11-27,17.7,60.9,6.6,14.8,20.0,19.8,10.1,15
2025-11-28,14.5,44.8,6.8,33.7,49.7,12.1,13.1,54
2025-11-29,18.8,48.9,11.5,10.0,33.9,15.3,11.0,30
2025-11-30,16.6,48.3,9.3,19.9,45.2,17.2,14.4,31
2025-12-01,16.0,50.9,4.3,25.0,20.0,9.8,7.0,47
2025-12-02,19.1,53.2,8.3,10.0,21.3,20.2,10.4,23
2025-12-03,15.6,53.1,9.0,24.2,20.0,18.8,10.3,41
2025-12-04,14.2,45.6,10.9,15.8,26.0,11.6,6.8,22
2025-12-05,13.9,47.4,12.2,16.8,55.3,22.0,12.9,15
2025-12-06,18.3,49.4,4.4,62.7,86.1,23.6,17.0,112
2025-12-07,14.5,46.5,4.9,10.0,20.0,21.1,9.9,15
2025-12-08,20.6,55.5,3.6,41.9,78.5,18.4,11.5,70
2025-12-09,12.9,49.6,6.6,17.2,20.0,23.0,10.3,22
2025-12-10,20.5,50.6,8.7,19.8,22.3,23.4,7.9,31
2025-12-11,17.6,50.0,10.2,14.2,31.7,21.5,4.5,23
2025-12-12,17.0,52.3,7.0,15.3,20.0,15.9,7.9,26
2025-12-13,16.1,47.0,6.2,14.9,20.4,21.4,5.8,19
2025-12-14,18.0,39.4,7.6,21.8,46.1,26.0,15.1,42
2025-12-15,17.2,47.6,4.7,10.0,22.3,17.0,9.7,15
2025-12-16,19.5,42.2,13.4,137.4,223.8,60.5,24.0,305
2025-12-17,17.6,42.5,2.3,142.4,222.7,47.4,27.7,316
2025-12-18,17.7,47.9,7.7,127.1,208.9,50.1,21.6,305
2025-12-19,16.7,50.9,13.2,125.5,198.9,46.6,22.7,305
2025-12-20,17.4,44.6,7.1,151.5,249.2,51.0,25.1,331
2025-12-21,18.1,45.8,6.5,134.2,207.2,41.1,28.0,309
2025-12-22,14.2,52.6,6.0,143.6,226.9,47.0,26.4,317
2025-12-23,14.9,45.1,6.5,131.5,195.5,44.2,25.6,303
2025-12-24,19.2,56.7,11.1,139.0,221.8,50.2,25.0,318
2025-12-25,18.1,46.3,2.0,151.4,230.2,54.4,25.9,325
2025-12-26,17.4,34.5,11.6,148.1,220.3,52.5,25.2,319
2025-12-27,17.9,46.9,2.7,140.6,228.8,37.2,21.5,306
2025-12-28,18.6,44.8,6.2,143.1,232.2,59.1,24.6,325
2025-12-29,16.9,49.2,5.7,137.4,231.7,50.2,21.2,307
2025-12-30,16.5,45.9,8.8,144.1,224.0,44.7,24.5,315
